Temperature,Humidity,Soil Moisture,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Soil Type,Season,Location,Crop
22.6,60.2,49.915084074559154,23,60,19,6.3,127.1,Red,Kharif,Hyderabad,Pigeonpeas
14.0,87.8,74.26842236077894,24,147,190,5.9,112.7,Clay,Rabi,Mumbai,Apple
31.0,55.1,40.7084234320117,32,26,21,6.3,89.4,Loamy,Kharif,Ahmedabad,Mango
27.3,89.6,75.79341458801237,20,23,39,5.9,223.9,Red,Kharif,Kolkata,Coconut
24.0,94.2,81.1727381515912,29,11,40,7.0,102.4,Clay,Zaid,Nashik,Pomegranate
25.7,68.5,59.30753122240278,102,32,35,6.2,112.0,Clay,Rabi,Mumbai,Coffee
29.8,90.8,77.09618997512443,20,17,21,6.3,185.9,Black,Zaid,Bangalore,Coconut
24.9,48.5,42.979693067993125,128,56,24,6.2,72.2,Loamy,Kharif,Chennai,Cotton
22.1,87.5,78.37143935206574,90,32,30,5.9,162.5,Red,Kharif,Hyderabad,Jute
25.5,92.9,86.49594610282347,96,12,49,6.3,23.2,Black,Zaid,Delhi,Muskmelon
5.0,96.0,89.50101786751631,19,142,208,6.1,118.2,Loamy,Zaid,Mumbai,Apple
29.8,81.6,69.52732913003325,26,125,197,5.3,78.3,Black,Zaid,Mumbai,Grapes
26.9,71.6,56.71090450383804,53,78,23,6.5,75.0,Black,Rabi,Bangalore,Blackgram
22.8,57.1,46.80682903783234,112,50,23,7.4,66.1,Clay,Kharif,Chennai,Cotton
13.0,88.5,78.70432848364091,29,18,19,5.9,104.5,Clay,Kharif,Bangalore,Orange
16.2,62.7,57.10687746116329,37,76,72,6.7,40.3,Black,Rabi,Delhi,Chickpea
26.3,93.2,78.99369019069273,100,23,47,6.9,44.4,Black,Zaid,Nashik,Watermelon
25.8,93.7,84.9923587095384,39,7,20,5.5,204.0,Loamy,Rabi,Mumbai,Coconut
5.8,97.8,83.06621484905425,35,140,201,5.6,103.8,Loamy,Kharif,Mumbai,Apple
28.2,68.5,57.645046294200725,63,64,25,7.4,69.4,Clay,Kharif,Ahmedabad,Blackgram
13.0,88.6,78.90091276417877,24,12,9,6.6,106.9,Black,Zaid,Chennai,Orange
26.3,50.1,41.61439606414995,117,30,15,7.1,92.1,Clay,Kharif,Nagpur,Cotton
20.7,66.5,57.77808675505095,24,68,13,7.0,47.1,Loamy,Rabi,Nagpur,Lentil
21.0,94.9,87.28531724429433,27,14,35,6.8,96.0,Black,Kharif,Ahmedabad,Pomegranate
10.2,87.9,79.23213033469486,21,148,197,6.0,97.6,Loamy,Zaid,Bangalore,Apple
28.4,67.6,58.92020925995916,20,62,27,6.0,35.9,Loamy,Rabi,Ahmedabad,Mungbean
22.5,68.7,55.94077230158881,40,53,77,6.3,49.9,Black,Rabi,Hyderabad,Chickpea
25.5,92.2,78.24645712275284,107,31,59,6.0,26.1,Black,Zaid,Nashik,Muskmelon
21.3,81.3,70.47968501204556,92,37,45,6.4,200.6,Black,Kharif,Kolkata,Rice
24.6,90.0,83.02286764998853,40,7,5,7.5,114.4,Clay,Kharif,Bangalore,Orange
25.9,59.7,46.15383059611893,33,76,25,6.5,47.5,Red,Rabi,Chennai,Lentil
18.3,64.9,52.17823949901414,19,55,81,6.5,38.2,Clay,Rabi,Nagpur,Chickpea
23.2,72.3,64.30986962239024,55,36,13,5.7,55.8,Red,Kharif,Pune,Maize
25.6,65.1,54.322011716917636,11,74,20,6.9,51.9,Loamy,Zaid,Bangalore,Lentil
24.9,89.0,79.73985228866704,45,63,57,6.8,158.4,Clay,Zaid,Pune,Papaya
17.2,65.8,58.264273248099165,90,43,12,6.0,92.5,Loamy,Kharif,Bangalore,Maize
21.8,54.6,48.20299866875395,39,73,14,5.1,109.0,Black,Rabi,Hyderabad,Pigeonpeas
29.5,80.1,73.44304126832203,27,124,207,5.7,66.5,Clay,Rabi,Mumbai,Grapes
29.5,67.5,62.15530131434485,16,50,23,5.2,145.1,Black,Zaid,Pune,Pigeonpeas
26.4,79.4,70.26347420722249,120,73,56,6.3,102.4,Clay,Zaid,Nagpur,Banana
17.9,55.8,46.93839524017196,92,53,23,6.4,76.8,Clay,Kharif,Nashik,Maize
24.2,95.2,82.36029859492974,121,32,46,5.8,29.2,Clay,Zaid,Mumbai,Muskmelon
32.1,87.4,79.89820276889854,38,27,8,7.2,101.1,Black,Rabi,Hyderabad,Orange
26.9,73.3,62.87344884286891,74,47,48,6.7,136.5,Loamy,Kharif,Ahmedabad,Jute
22.9,69.7,58.715767120419315,103,61,14,6.2,79.9,Clay,Kharif,Chennai,Cotton
24.3,79.5,71.98304820064685,84,50,46,6.1,182.5,Black,Kharif,Nagpur,Rice
29.5,94.5,80.20688250272865,44,23,29,6.1,180.9,Clay,Rabi,Mumbai,Coconut
22.0,59.5,46.15099110829974,36,56,23,7.1,89.5,Clay,Kharif,Hyderabad,Pigeonpeas
24.3,88.5,74.76438503060116,96,11,59,6.4,20.6,Loamy,Zaid,Delhi,Muskmelon
30.0,87.7,73.42939004665377,44,8,31,6.2,164.2,Red,Rabi,Kolkata,Coconut
23.0,61.2,53.83954636119729,112,28,35,6.3,128.5,Red,Kharif,Kolkata,Coffee
22.3,50.8,43.295675375032424,56,64,23,7.0,93.7,Black,Kharif,Nagpur,Maize
27.8,90.7,80.61883965953737,97,12,49,6.4,58.6,Clay,Zaid,Kolkata,Watermelon
25.2,78.2,70.1656174514823,85,59,39,6.7,148.3,Loamy,Kharif,Pune,Jute
20.9,51.1,37.24156577422198,39,81,73,6.7,49.8,Clay,Rabi,Delhi,Chickpea
18.4,51.8,40.81129758091531,21,71,70,5.7,61.3,Loamy,Rabi,Chennai,Chickpea
28.8,47.4,36.93264996287787,43,70,13,4.3,142.6,Clay,Zaid,Kolkata,Pigeonpeas
25.8,59.7,53.23852127169992,38,78,15,6.5,59.7,Loamy,Rabi,Nashik,Blackgram
27.4,96.9,88.14559274775165,44,49,53,7.1,212.2,Red,Rabi,Chennai,Papaya
24.3,59.4,48.558947439692524,28,51,13,4.7,25.9,Clay,Zaid,Hyderabad,Mothbeans
22.7,80.0,73.90037205559203,23,117,200,5.5,83.9,Red,Rabi,Nagpur,Grapes
25.4,95.4,87.51688634422872,38,17,23,6.3,197.0,Loamy,Kharif,Chennai,Coconut
21.5,54.6,44.46031677072225,66,50,16,5.5,85.4,Red,Kharif,Mumbai,Maize
23.2,80.7,71.88984440761487,15,120,207,5.8,61.4,Red,Rabi,Hyderabad,Grapes
27.7,87.6,80.73634064138281,86,30,50,5.9,51.5,Black,Zaid,Delhi,Watermelon
26.0,56.6,44.90825380257084,21,41,19,4.3,39.9,Red,Rabi,Delhi,Mothbeans
5.0,94.5,80.44063672330704,31,116,201,5.8,118.3,Loamy,Kharif,Bangalore,Apple
26.2,70.4,61.54401614741212,94,36,45,6.4,136.4,Clay,Kharif,Kolkata,Jute
16.2,21.1,10.392947253200028,40,83,22,6.1,124.9,Black,Rabi,Mumbai,Kidneybeans
25.1,67.2,58.639649170784615,121,37,12,5.9,63.0,Red,Kharif,Kolkata,Cotton
7.0,93.8,80.21568987118003,39,138,207,6.5,111.0,Clay,Rabi,Nashik,Apple
27.8,94.9,80.5602822098492,112,10,46,6.7,29.8,Red,Zaid,Mumbai,Muskmelon
25.3,94.1,80.15193500956013,123,21,55,6.9,37.5,Clay,Zaid,Chennai,Watermelon
24.3,89.3,76.33585753133859,115,20,54,5.4,33.8,Red,Zaid,Bangalore,Muskmelon
14.3,92.6,80.60337803465175,29,23,7,6.8,98.4,Red,Kharif,Bangalore,Orange
17.0,90.7,83.99676629194872,26,20,10,6.3,122.8,Red,Kharif,Hyderabad,Orange
28.0,72.2,66.03960416826297,25,40,10,7.7,36.5,Clay,Rabi,Mumbai,Mungbean
31.5,64.9,51.386593507962004,53,77,10,6.8,78.3,Red,Kharif,Delhi,Blackgram
23.5,19.4,10.0,40,71,13,5.9,89.1,Loamy,Zaid,Kolkata,Kidneybeans
24.1,95.8,87.57795673309101,103,15,56,6.4,42.8,Red,Zaid,Mumbai,Watermelon
19.7,85.9,76.53380050995136,67,61,44,5.9,205.7,Black,Kharif,Bangalore,Rice
27.0,65.1,50.865788985911045,34,54,20,6.9,37.0,Red,Zaid,Ahmedabad,Lentil
25.0,96.8,89.7485284399512,117,13,46,5.4,23.9,Red,Zaid,Mumbai,Muskmelon
23.1,81.2,71.55886501877285,93,63,49,7.1,190.0,Loamy,Kharif,Nagpur,Rice
20.2,51.3,42.03393369423975,22,56,14,7.7,153.2,Loamy,Rabi,Ahmedabad,Pigeonpeas
19.0,90.8,82.54026184312069,28,19,13,6.2,126.5,Black,Kharif,Pune,Orange
22.6,72.9,65.74640106544322,13,55,20,6.6,40.8,Clay,Rabi,Nagpur,Lentil
25.1,81.5,73.02194312616345,70,37,47,6.8,214.1,Black,Kharif,Kolkata,Rice
5.0,91.1,83.08830441124834,29,143,192,5.5,101.9,Loamy,Zaid,Hyderabad,Apple
27.9,80.7,68.50624677003309,72,54,31,6.3,224.0,Loamy,Kharif,Hyderabad,Rice
18.8,88.1,77.29463766352575,16,27,32,7.1,100.1,Loamy,Zaid,Nashik,Pomegranate
18.0,69.9,62.90705064887102,41,83,79,6.6,60.3,Red,Rabi,Nagpur,Chickpea
22.3,81.4,72.23408744876674,93,43,42,5.8,166.2,Clay,Kharif,Pune,Jute
32.3,55.4,49.56905639484065,26,21,36,5.6,103.5,Black,Rabi,Ahmedabad,Mango
33.1,66.6,61.151388426733405,57,59,15,7.2,78.2,Loamy,Kharif,Ahmedabad,Blackgram
25.4,94.4,88.64260901422234,105,8,52,6.0,22.4,Clay,Zaid,Nagpur,Muskmelon
24.2,44.0,35.52569034387058,32,78,11,7.5,102.7,Red,Rabi,Chennai,Pigeonpeas
5.0,89.8,81.67576573119192,37,140,196,5.8,111.6,Red,Rabi,Nagpur,Apple
27.4,59.4,46.31896354442815,31,61,24,7.1,39.0,Black,Zaid,Chennai,Mungbean
22.7,67.0,57.06324245701951,98,19,35,7.1,145.5,Black,Zaid,Pune,Coffee
27.7,61.5,48.93937033376933,39,74,15,7.1,67.2,Loamy,Kharif,Chennai,Blackgram
17.9,92.7,78.50663836557082,25,20,42,6.7,109.7,Red,Zaid,Ahmedabad,Pomegranate
22.5,84.4,75.16345202955073,66,36,35,7.1,143.5,Loamy,Kharif,Nashik,Jute
17.5,53.6,40.17245330077297,42,67,73,6.3,39.0,Clay,Rabi,Hyderabad,Chickpea
28.3,63.1,48.42356075361046,34,75,12,7.2,41.5,Red,Zaid,Hyderabad,Lentil
18.9,89.5,77.36445206482172,19,34,38,6.9,106.7,Red,Rabi,Nashik,Pomegranate
26.4,71.1,59.62183225884478,56,44,26,5.3,73.2,Red,Kharif,Nagpur,Maize
31.5,48.9,41.310162028700574,39,24,25,4.3,108.2,Loamy,Rabi,Delhi,Mango
28.1,77.6,63.56115757588846,40,133,204,5.7,83.3,Clay,Zaid,Hyderabad,Grapes
23.6,72.8,62.68620327656484,93,30,31,5.4,155.6,Black,Kharif,Bangalore,Jute
14.9,90.1,84.46328571770796,33,127,203,6.3,103.0,Red,Rabi,Ahmedabad,Apple
30.3,70.1,64.14081973039063,22,39,20,6.6,59.9,Loamy,Rabi,Bangalore,Mungbean
26.7,81.4,68.8669746553549,33,141,202,6.4,63.9,Red,Rabi,Ahmedabad,Grapes
26.4,64.6,54.08591895760162,5,71,24,6.4,59.3,Clay,Kharif,Nashik,Lentil
27.7,88.4,76.08805521080045,89,32,58,5.5,28.3,Black,Zaid,Nagpur,Muskmelon
18.6,49.4,36.22834805559495,58,63,24,6.5,92.6,Clay,Kharif,Bangalore,Maize
19.7,83.4,73.4603588344767,15,139,192,6.1,79.2,Black,Zaid,Ahmedabad,Grapes
17.2,60.1,49.72023044492135,55,33,11,6.7,96.5,Clay,Kharif,Hyderabad,Maize
29.9,52.0,45.67197458945736,43,51,25,5.8,99.4,Loamy,Kharif,Pune,Pigeonpeas
19.3,64.8,57.355400622138404,30,62,87,6.5,32.3,Loamy,Rabi,Pune,Chickpea
26.1,97.2,86.88188112186498,41,52,43,6.9,222.2,Black,Zaid,Hyderabad,Papaya
27.6,89.3,78.9462277581826,40,59,45,6.8,121.8,Clay,Kharif,Ahmedabad,Papaya
17.8,57.0,46.655220557237136,32,75,85,6.4,57.6,Black,Rabi,Nashik,Chickpea
5.0,92.5,81.72237208714867,23,130,198,5.8,119.4,Loamy,Rabi,Nagpur,Apple
29.9,90.7,82.41266353241856,18,5,36,6.1,151.8,Red,Kharif,Hyderabad,Coconut
28.4,62.3,50.38250520570303,36,53,23,6.9,72.5,Red,Zaid,Bangalore,Blackgram
23.6,87.8,79.18504802671049,96,34,43,6.2,41.7,Clay,Zaid,Mumbai,Watermelon
5.0,87.9,81.20574413179348,30,123,204,5.7,114.8,Loamy,Zaid,Hyderabad,Apple
12.3,91.6,77.81194043400485,26,119,191,5.8,101.2,Loamy,Rabi,Bangalore,Apple
20.4,58.6,50.97938001028495,86,57,11,6.9,66.9,Black,Kharif,Delhi,Maize
27.0,91.8,80.89703587271693,24,11,25,5.3,153.5,Black,Zaid,Nagpur,Coconut
28.1,60.3,52.51261972758645,34,53,15,7.7,37.3,Black,Kharif,Delhi,Mungbean
23.6,69.2,60.305680223684355,99,28,38,6.8,133.4,Loamy,Zaid,Pune,Coffee
28.9,96.7,83.31959702121578,26,25,34,6.6,173.1,Red,Kharif,Nashik,Coconut
28.8,79.2,70.68583049348584,106,62,52,6.7,122.2,Red,Rabi,Chennai,Banana
27.2,89.7,80.96599736377189,42,49,53,6.4,166.2,Red,Kharif,Chennai,Papaya
20.2,94.1,88.6073062450934,36,14,34,6.5,96.4,Black,Zaid,Pune,Pomegranate
24.7,90.8,78.65893743450873,57,50,51,7.1,140.0,Loamy,Rabi,Kolkata,Papaya
29.9,60.1,48.146256890331,24,33,27,7.4,36.2,Red,Rabi,Nashik,Mungbean
31.0,51.0,45.453528630526186,23,48,16,7.6,52.0,Red,Kharif,Pune,Mothbeans
24.5,76.2,70.23793722608166,100,75,59,6.6,104.1,Clay,Rabi,Hyderabad,Banana
26.3,86.7,75.34008943182981,89,72,58,6.4,108.1,Red,Kharif,Pune,Banana
23.7,90.1,80.21873481255005,60,56,43,5.9,134.1,Loamy,Kharif,Kolkata,Papaya
26.8,87.8,80.31152078639398,93,14,52,6.5,43.5,Red,Zaid,Bangalore,Watermelon
27.6,69.9,55.82489582126838,20,46,17,6.5,36.7,Clay,Rabi,Kolkata,Mungbean
17.9,91.6,85.2920643610717,31,23,32,6.0,104.3,Black,Kharif,Kolkata,Pomegranate
27.6,68.0,61.25453346371339,26,78,27,6.4,34.6,Clay,Kharif,Nagpur,Lentil
21.1,28.3,18.403390644156563,30,52,13,5.6,63.7,Clay,Zaid,Chennai,Kidneybeans
21.7,29.4,22.455379967191035,31,73,28,6.1,57.1,Black,Kharif,Kolkata,Kidneybeans
27.2,77.2,64.25422706117263,111,88,56,6.1,118.5,Loamy,Rabi,Nagpur,Banana
31.0,65.8,52.77183137891066,32,46,28,6.7,56.0,Loamy,Kharif,Bangalore,Mungbean
28.4,67.0,59.49813221865244,44,66,22,6.7,75.1,Red,Kharif,Delhi,Blackgram
11.1,94.7,84.10387250975066,21,29,19,6.5,109.2,Red,Kharif,Kolkata,Orange
26.9,62.4,48.02644905313553,64,51,13,7.1,56.8,Loamy,Kharif,Nagpur,Blackgram
23.6,70.2,57.74024969412884,8,68,12,5.9,52.9,Black,Rabi,Nagpur,Lentil
25.7,71.8,60.0970654087223,25,51,28,5.8,39.8,Loamy,Rabi,Ahmedabad,Lentil
11.9,88.2,73.92405135113513,42,17,7,6.4,110.0,Black,Kharif,Mumbai,Orange
26.2,87.2,78.58015483178714,96,32,53,5.6,32.6,Loamy,Zaid,Nashik,Muskmelon
20.9,90.5,76.7480510722919,42,28,44,6.1,111.1,Black,Rabi,Delhi,Pomegranate
28.0,95.6,89.99077276045924,111,13,42,6.7,16.4,Loamy,Zaid,Nashik,Muskmelon
29.5,72.4,62.08168372136846,89,77,42,6.2,121.9,Red,Rabi,Pune,Banana
33.8,69.6,61.57000932650893,46,69,10,7.2,66.5,Red,Rabi,Ahmedabad,Blackgram
21.2,53.8,46.7208926451225,23,58,28,6.8,128.3,Clay,Kharif,Nagpur,Pigeonpeas
22.0,25.5,18.20436040195505,21,84,14,5.9,147.1,Loamy,Kharif,Nashik,Kidneybeans
26.0,73.0,61.31753938172294,60,53,21,7.1,61.9,Loamy,Kharif,Chennai,Maize
27.7,69.3,58.86788227733871,25,84,23,6.6,50.7,Clay,Rabi,Nashik,Lentil
31.5,56.5,45.371670090654646,28,20,22,5.1,81.6,Black,Zaid,Chennai,Mango
29.2,49.7,35.66667384189528,30,14,26,5.6,103.8,Loamy,Zaid,Mumbai,Mango
19.5,82.7,74.58030904614134,89,57,34,6.4,180.0,Black,Kharif,Ahmedabad,Rice
29.4,58.5,49.38550663880953,40,67,19,7.4,68.5,Clay,Rabi,Hyderabad,Blackgram
23.9,77.1,70.62827649712817,61,44,39,6.0,177.6,Red,Kharif,Pune,Rice
22.2,65.4,59.01909077089002,110,15,26,5.8,170.1,Red,Rabi,Pune,Coffee
25.3,42.7,29.086982808642038,35,57,15,5.1,55.4,Red,Zaid,Nagpur,Mothbeans
26.2,87.4,77.50449580167835,16,28,31,5.7,171.9,Loamy,Rabi,Mumbai,Coconut
20.3,85.4,75.73990501747781,34,127,207,6.3,65.9,Clay,Rabi,Delhi,Grapes
26.9,75.9,65.75006853833233,55,32,47,6.6,140.1,Loamy,Kharif,Hyderabad,Jute
28.3,94.6,86.26277450382942,21,11,30,5.6,145.8,Red,Rabi,Mumbai,Coconut
21.9,78.7,63.824390738470576,21,124,191,6.7,81.4,Clay,Zaid,Chennai,Grapes
25.7,57.9,50.59006326771656,49,72,22,7.1,57.6,Clay,Zaid,Kolkata,Blackgram
19.8,65.8,51.444151949503535,11,82,22,5.6,31.4,Black,Zaid,Nagpur,Lentil
5.0,93.9,87.61161990330156,29,145,201,5.3,99.5,Black,Rabi,Mumbai,Apple
25.8,92.1,80.89763638900754,49,47,42,6.1,183.2,Loamy,Kharif,Chennai,Papaya
32.0,57.1,45.7003767069748,19,24,39,5.8,102.8,Loamy,Kharif,Ahmedabad,Mango
26.7,72.9,63.00235925543914,103,55,22,6.1,68.7,Loamy,Kharif,Chennai,Cotton
19.0,60.3,49.20227758813854,60,35,10,5.4,86.7,Black,Kharif,Hyderabad,Maize
30.1,57.5,45.38474276450586,19,50,18,6.5,62.4,Black,Kharif,Delhi,Mungbean
27.9,73.0,67.23507638065175,97,78,48,5.4,92.1,Black,Rabi,Delhi,Banana
22.8,91.7,84.1374544387077,40,28,36,5.4,101.7,Red,Zaid,Ahmedabad,Pomegranate
25.3,48.5,36.79958989414081,109,14,25,6.4,190.7,Red,Zaid,Mumbai,Coffee
25.7,97.8,82.84452529987058,97,30,44,7.0,47.8,Clay,Zaid,Nashik,Watermelon
27.7,88.6,78.39773841922225,91,7,44,7.1,46.2,Black,Zaid,Chennai,Watermelon
26.8,55.2,49.989956782088186,16,64,14,4.9,49.9,Clay,Zaid,Ahmedabad,Mothbeans
22.7,84.7,74.05394630233859,35,116,208,6.4,66.9,Clay,Rabi,Bangalore,Grapes
25.0,53.6,38.74966627007559,23,37,27,7.0,73.4,Loamy,Kharif,Pune,Mothbeans
20.6,54.3,42.73613846984402,38,82,77,6.3,28.7,Red,Rabi,Nagpur,Chickpea
32.1,71.1,58.91679845840797,63,62,14,6.7,73.5,Loamy,Rabi,Kolkata,Blackgram
26.1,83.4,68.74665366714578,124,99,53,6.3,122.4,Red,Kharif,Chennai,Banana
26.6,81.2,66.21848849051536,79,58,45,6.7,206.3,Loamy,Kharif,Nashik,Rice
19.9,25.0,15.990834917841891,29,82,19,6.1,139.4,Red,Zaid,Bangalore,Kidneybeans
22.6,29.2,21.89583794602239,19,67,27,5.5,154.2,Clay,Kharif,Mumbai,Kidneybeans
25.2,81.7,71.15735544445036,73,33,46,5.7,164.0,Clay,Kharif,Nashik,Jute
26.3,87.5,76.17139925678356,85,38,48,5.8,143.6,Red,Kharif,Nashik,Jute
26.1,92.7,82.87416062666402,93,30,43,5.9,59.3,Red,Zaid,Mumbai,Watermelon
24.1,72.7,60.21743427897823,36,61,10,7.5,55.8,Black,Rabi,Nagpur,Blackgram
25.6,72.5,63.44254468513085,96,20,31,6.0,132.5,Red,Kharif,Hyderabad,Coffee
25.6,97.9,90.0,105,11,50,7.2,44.2,Black,Zaid,Kolkata,Watermelon
18.0,54.6,45.99549543577225,18,55,86,5.9,46.7,Red,Rabi,Chennai,Chickpea
23.5,51.3,37.13732257052095,105,11,31,6.3,165.1,Clay,Kharif,Hyderabad,Coffee
28.9,43.2,32.08561031221537,44,39,25,6.1,102.9,Clay,Kharif,Nashik,Mango
30.3,47.0,34.82895217425581,44,51,29,6.5,94.5,Red,Rabi,Ahmedabad,Pigeonpeas
22.9,89.3,78.87817571283166,40,8,5,5.8,128.9,Black,Kharif,Bangalore,Orange
5.0,94.7,87.04055747405657,21,119,196,5.3,111.4,Loamy,Rabi,Kolkata,Apple
28.7,63.0,57.695028103983574,22,54,28,5.0,108.1,Red,Zaid,Delhi,Pigeonpeas
24.4,88.6,77.0812391870994,21,15,26,5.7,153.3,Loamy,Kharif,Bangalore,Coconut
25.6,96.1,90.0,89,17,47,6.3,41.5,Clay,Zaid,Bangalore,Watermelon
19.1,89.8,83.72598974101102,28,25,7,6.1,110.5,Loamy,Rabi,Hyderabad,Orange
25.5,68.0,61.01824800125381,99,42,23,7.0,69.1,Loamy,Kharif,Delhi,Cotton
26.9,81.8,71.41427612650585,68,60,47,6.6,151.4,Clay,Kharif,Nagpur,Jute
31.7,65.5,57.15393029547096,64,68,20,7.3,78.7,Red,Zaid,Mumbai,Blackgram
29.1,94.5,87.03719717981201,38,15,25,6.0,218.4,Black,Zaid,Nashik,Coconut
23.8,53.5,47.38095441183479,38,57,24,6.2,131.0,Clay,Zaid,Ahmedabad,Pigeonpeas
21.9,53.4,46.93997965194744,108,56,12,6.2,65.9,Clay,Kharif,Nashik,Cotton
27.6,52.0,45.37460364609213,20,16,20,6.1,88.8,Clay,Rabi,Nashik,Mango
25.9,92.7,87.59205871910673,49,45,55,6.0,130.9,Black,Zaid,Hyderabad,Papaya
24.2,69.2,60.20828587371986,121,30,18,7.6,65.7,Loamy,Kharif,Delhi,Cotton
18.7,91.4,85.64860073914083,33,23,12,6.0,130.7,Loamy,Kharif,Nagpur,Orange
24.4,71.7,62.78149064964932,62,44,47,6.3,152.9,Clay,Kharif,Kolkata,Jute
33.4,89.3,82.38779946745835,26,11,19,6.1,105.5,Clay,Zaid,Delhi,Orange
27.3,89.3,74.70265142114272,25,17,32,6.4,166.5,Clay,Zaid,Delhi,Coconut
25.3,61.2,52.21280791918209,68,38,23,5.4,89.8,Black,Kharif,Mumbai,Maize
22.7,82.7,74.47597596260306,70,51,40,6.4,155.9,Black,Kharif,Pune,Jute
15.7,31.0,22.117050527262688,26,51,19,6.0,116.8,Red,Kharif,Kolkata,Kidneybeans
33.9,63.9,52.02582565757274,59,69,10,7.6,77.8,Red,Rabi,Nashik,Blackgram
26.3,69.9,57.154241528606974,121,49,11,7.4,61.9,Clay,Kharif,Delhi,Cotton
24.1,88.8,82.04594879289502,40,57,56,6.2,162.2,Black,Rabi,Chennai,Papaya
28.4,97.9,90.0,113,24,44,5.7,17.5,Clay,Zaid,Hyderabad,Muskmelon
23.3,86.2,78.03985475807819,18,132,190,6.4,55.9,Red,Kharif,Bangalore,Grapes
26.9,93.0,86.63510481098487,90,12,46,6.7,37.8,Loamy,Zaid,Chennai,Watermelon
25.2,96.9,89.61448588213403,124,17,57,6.4,38.1,Black,Zaid,Mumbai,Watermelon
23.6,70.2,64.5714301455887,12,60,24,7.2,56.7,Red,Zaid,Ahmedabad,Lentil
24.6,91.6,77.20140237243571,123,24,42,6.1,38.3,Clay,Zaid,Pune,Watermelon
20.8,95.9,88.86294079099731,16,26,37,5.5,108.9,Loamy,Kharif,Nashik,Pomegranate
25.1,70.1,64.26016288006153,62,39,46,5.8,180.8,Red,Kharif,Nashik,Jute
26.4,92.1,80.45116099685522,40,51,49,6.9,118.7,Clay,Rabi,Delhi,Papaya
26.9,95.0,81.41576773556253,41,12,21,5.3,219.8,Clay,Kharif,Delhi,Coconut
20.0,58.7,46.85871086827697,29,82,87,5.7,32.8,Black,Rabi,Pune,Chickpea
22.9,70.5,61.66794367327819,73,53,31,7.2,148.6,Black,Kharif,Ahmedabad,Jute
23.3,19.2,10.110928921078736,27,76,20,5.6,122.7,Black,Kharif,Nashik,Kidneybeans
23.9,90.5,79.59570864256581,33,26,31,6.2,104.4,Loamy,Kharif,Chennai,Pomegranate
23.1,22.2,15.361393982899134,34,52,20,5.8,133.9,Clay,Kharif,Nagpur,Kidneybeans
26.7,51.3,37.98387512258426,98,19,33,5.9,153.7,Red,Rabi,Chennai,Coffee
21.6,80.2,66.56008652657275,37,120,202,5.8,66.1,Clay,Zaid,Delhi,Grapes
25.7,66.2,56.09919492708443,29,59,28,6.6,57.8,Loamy,Kharif,Ahmedabad,Mothbeans
25.9,94.6,83.08121298561616,104,27,42,5.9,44.5,Clay,Zaid,Hyderabad,Watermelon
26.2,95.8,82.34214097491798,111,28,56,7.1,49.7,Loamy,Zaid,Nagpur,Watermelon
21.1,78.5,70.02788367835359,20,139,200,5.9,72.7,Clay,Kharif,Bangalore,Grapes
26.9,90.1,81.08883837330123,33,27,20,6.4,180.7,Clay,Rabi,Pune,Coconut
14.4,94.8,83.59102354926128,31,9,14,6.9,117.3,Clay,Rabi,Kolkata,Orange
28.5,86.6,77.87705056756916,30,123,198,6.1,82.0,Clay,Zaid,Mumbai,Grapes
23.7,55.7,42.554651731079986,118,10,35,7.1,142.2,Clay,Rabi,Delhi,Coffee
29.0,59.7,45.09547549948278,37,53,26,7.3,63.6,Red,Zaid,Hyderabad,Blackgram
25.4,79.8,66.1966842449793,111,74,47,6.3,112.1,Red,Zaid,Kolkata,Banana
29.3,79.9,65.55647097326981,34,133,196,5.6,66.8,Loamy,Kharif,Nashik,Grapes
20.9,88.2,77.47860292423448,43,9,33,6.3,111.9,Black,Rabi,Pune,Pomegranate
28.3,62.6,52.28713861545263,32,59,29,5.4,41.0,Loamy,Zaid,Chennai,Lentil
28.2,84.1,71.68939737838613,123,85,43,6.6,115.7,Black,Rabi,Pune,Banana
26.0,92.3,78.5672490891485,88,9,42,6.9,58.4,Loamy,Zaid,Kolkata,Watermelon
11.9,88.5,81.02041283950402,39,21,14,6.8,126.1,Black,Rabi,Bangalore,Orange
25.3,85.0,76.56938896044812,29,142,201,6.5,66.7,Black,Zaid,Hyderabad,Grapes
20.8,80.1,72.45837662911984,68,34,30,6.4,187.5,Black,Kharif,Ahmedabad,Rice
24.6,69.6,58.097494049901584,25,66,20,6.4,44.3,Loamy,Rabi,Chennai,Lentil
20.1,88.7,81.92316844579484,33,19,17,6.4,133.0,Black,Rabi,Kolkata,Orange
26.3,66.1,54.28616914278304,42,58,18,6.6,66.1,Red,Zaid,Delhi,Mothbeans
26.6,89.5,82.42621287398237,16,23,34,5.6,193.9,Loamy,Rabi,Ahmedabad,Coconut
28.9,96.5,90.0,38,10,19,6.3,106.1,Black,Kharif,Nagpur,Orange
25.8,84.2,70.29257915577281,71,33,42,5.8,194.4,Loamy,Kharif,Hyderabad,Rice
19.7,67.8,61.965693779787685,19,76,78,5.4,32.9,Red,Rabi,Nashik,Chickpea
27.7,97.7,83.39761480654087,58,69,56,6.0,115.8,Loamy,Rabi,Nagpur,Papaya
30.3,65.2,51.5128583161371,32,75,12,4.9,147.4,Loamy,Kharif,Delhi,Pigeonpeas
